2019-05-20 04:02 , 29.8 , 10.2
2019-05-20 04:32 , 12.7 , 2.5
2019-05-20 05:03 , 8.8 , 2.3
2019-05-20 05:33 , 30.0 , 3.3
2019-05-20 06:03 , 7.4 , 3.4
2019-05-20 06:34 , 29.8 , 2.3
2019-05-20 07:04 , 7.4 , 6.8
2020-04-06 11:56 , 15.6 , 1.9
2020-04-06 12:26 , 14.5 , 1.6
2020-05-28 06:23 , 13.3 , 4.2
2020-05-28 06:53 , 8.5 , 4.2
2020-05-28 07:26 , 15.1 , 4.1
2020-05-28 06:45 , 13.3 , 3.6
